experiment_id,timestamp,performance,gpu,system,monitoring_duration
fullkvcache_hotpotqa_kv128_bs1_rep2_20250617_172241,2025-06-17T17:24:03.720715,"{'success': True, 'ttft_ms': 1810.3225231170654, 'tpot_ms': 1314.9983931560905, 'throughput_tokens_per_sec': 0.7547711675752674, 'total_time_sec': 66.2452437877655, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 128, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 2}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10366.75341796875, 'average_memory_mb': 9967.316130915939, 'sample_count': 587}, 'total_peak_memory_mb': 10366.75341796875}","{'peak_cpu_percent': 14.4, 'average_cpu_percent': 5.398484848484849, 'peak_memory_percent': 44.1, 'peak_memory_used_gb': 28.152381896972656, 'sample_count': 66}",66.2845208644867
fullkvcache_hotpotqa_kv128_bs4_rep2_20250617_172404,2025-06-17T17:25:32.326660,"{'success': True, 'ttft_ms': 3971.666097640991, 'tpot_ms': 1309.9979867740553, 'throughput_tokens_per_sec': 0.7335340715854208, 'total_time_sec': 68.16315960884094, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 4, 'kv_cache_length': 128, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 2}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10435.15380859375, 'average_memory_mb': 10024.879248450414, 'sample_count': 605}, 'total_peak_memory_mb': 10435.15380859375}","{'peak_cpu_percent': 9.6, 'average_cpu_percent': 5.813235294117648, 'peak_memory_percent': 44.3, 'peak_memory_used_gb': 28.306930541992188, 'sample_count': 68}",68.31622767448425
fullkvcache_hotpotqa_kv128_bs8_rep2_20250617_172532,2025-06-17T17:27:00.463036,"{'success': True, 'ttft_ms': 3166.2826538085938, 'tpot_ms': 1323.6141010206572, 'throughput_tokens_per_sec': 0.7350414622363209, 'total_time_sec': 68.0233736038208, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 8, 'kv_cache_length': 128, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 2}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10530.48876953125, 'average_memory_mb': 10094.344120057265, 'sample_count': 603}, 'total_peak_memory_mb': 10530.48876953125}","{'peak_cpu_percent': 10.1, 'average_cpu_percent': 5.786567164179104, 'peak_memory_percent': 43.7, 'peak_memory_used_gb': 27.90640640258789, 'sample_count': 67}",68.04732751846313
fullkvcache_hotpotqa_kv256_bs1_rep2_20250617_172701,2025-06-17T17:28:25.659142,"{'success': True, 'ttft_ms': 2952.800750732422, 'tpot_ms': 1312.002537201862, 'throughput_tokens_per_sec': 0.7435837433839583, 'total_time_sec': 67.24192190170288, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 256, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 2}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10382.75830078125, 'average_memory_mb': 9979.379534625366, 'sample_count': 596}, 'total_peak_memory_mb': 10382.75830078125}","{'peak_cpu_percent': 9.4, 'average_cpu_percent': 5.7567164179104475, 'peak_memory_percent': 44.6, 'peak_memory_used_gb': 28.471111297607422, 'sample_count': 67}",67.2908091545105
fullkvcache_hotpotqa_kv256_bs4_rep2_20250617_172826,2025-06-17T17:29:51.844094,"{'success': True, 'ttft_ms': 2880.8631896972656, 'tpot_ms': 1309.2015081522418, 'throughput_tokens_per_sec': 0.745915325653822, 'total_time_sec': 67.0317370891571, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 4, 'kv_cache_length': 256, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 2}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10499.43896484375, 'average_memory_mb': 10083.038814666492, 'sample_count': 595}, 'total_peak_memory_mb': 10499.43896484375}","{'peak_cpu_percent': 10.8, 'average_cpu_percent': 5.7, 'peak_memory_percent': 44.3, 'peak_memory_used_gb': 28.288402557373047, 'sample_count': 66}",67.08119368553162
fullkvcache_hotpotqa_kv256_bs8_rep2_20250617_172952,2025-06-17T17:31:23.858795,"{'success': True, 'ttft_ms': 2620.868682861328, 'tpot_ms': 1324.5829076183086, 'throughput_tokens_per_sec': 0.7404508352147877, 'total_time_sec': 67.52642798423767, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 8, 'kv_cache_length': 256, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 2}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10658.13720703125, 'average_memory_mb': 10229.638987053198, 'sample_count': 598}, 'total_peak_memory_mb': 10658.13720703125}","{'peak_cpu_percent': 95.3, 'average_cpu_percent': 7.168656716417911, 'peak_memory_percent': 42.7, 'peak_memory_used_gb': 27.258827209472656, 'sample_count': 67}",67.5423743724823
fullkvcache_hotpotqa_kv512_bs1_rep2_20250617_173124,2025-06-17T17:32:50.648283,"{'success': True, 'ttft_ms': 1752.3770332336426, 'tpot_ms': 1326.919988710053, 'throughput_tokens_per_sec': 0.7488117964366169, 'total_time_sec': 66.77245235443115, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 512, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 2}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10432.52001953125, 'average_memory_mb': 10034.30764440588, 'sample_count': 592}, 'total_peak_memory_mb': 10432.52001953125}","{'peak_cpu_percent': 13.3, 'average_cpu_percent': 5.931818181818182, 'peak_memory_percent': 43.7, 'peak_memory_used_gb': 27.86422348022461, 'sample_count': 66}",66.79558420181274
fullkvcache_hotpotqa_kv512_bs4_rep2_20250617_173251,2025-06-17T17:34:21.902672,"{'success': True, 'ttft_ms': 3512.5417709350586, 'tpot_ms': 1321.9070969795694, 'throughput_tokens_per_sec': 0.7322039358649947, 'total_time_sec': 68.2869861125946, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 4, 'kv_cache_length': 512, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 2}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10633.11865234375, 'average_memory_mb': 10217.861397533574, 'sample_count': 605}, 'total_peak_memory_mb': 10633.11865234375}","{'peak_cpu_percent': 13.9, 'average_cpu_percent': 5.99264705882353, 'peak_memory_percent': 44.3, 'peak_memory_used_gb': 28.289649963378906, 'sample_count': 68}",68.31149649620056
fullkvcache_hotpotqa_kv512_bs8_rep2_20250617_173422,2025-06-17T17:35:57.400835,"{'success': True, 'ttft_ms': 2518.3730125427246, 'tpot_ms': 1335.885831287929, 'throughput_tokens_per_sec': 0.7355452983008364, 'total_time_sec': 67.97677874565125, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 8, 'kv_cache_length': 512, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 2}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10909.52783203125, 'average_memory_mb': 10489.15492200456, 'sample_count': 603}, 'total_peak_memory_mb': 10909.52783203125}","{'peak_cpu_percent': 14.1, 'average_cpu_percent': 6.628358208955223, 'peak_memory_percent': 42.3, 'peak_memory_used_gb': 27.02975845336914, 'sample_count': 67}",68.00169610977173
fullkvcache_hotpotqa_kv1024_bs1_rep2_20250617_173558,2025-06-17T17:37:23.255283,"{'success': True, 'ttft_ms': 1933.9616298675537, 'tpot_ms': 1312.4277056479941, 'throughput_tokens_per_sec': 0.7547976538299024, 'total_time_sec': 66.24291920661926, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 1024, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 2}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10480.5341796875, 'average_memory_mb': 10074.644646041845, 'sample_count': 587}, 'total_peak_memory_mb': 10480.5341796875}","{'peak_cpu_percent': 11.4, 'average_cpu_percent': 5.606060606060606, 'peak_memory_percent': 44.1, 'peak_memory_used_gb': 28.15182113647461, 'sample_count': 66}",66.30076026916504
fullkvcache_hotpotqa_kv1024_bs4_rep2_20250617_173723,2025-06-17T17:39:01.827091,"{'success': True, 'ttft_ms': 2609.947681427002, 'tpot_ms': 1357.8496806475582, 'throughput_tokens_per_sec': 0.7231224563050099, 'total_time_sec': 69.14458203315735, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 4, 'kv_cache_length': 1024, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 2}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10888.6513671875, 'average_memory_mb': 10475.759452297943, 'sample_count': 614}, 'total_peak_memory_mb': 10888.6513671875}","{'peak_cpu_percent': 9.3, 'average_cpu_percent': 5.749999999999999, 'peak_memory_percent': 42.9, 'peak_memory_used_gb': 27.384952545166016, 'sample_count': 68}",69.19035315513611
fullkvcache_hotpotqa_kv1024_bs8_rep2_20250617_173902,2025-06-17T17:40:48.422982,"{'success': True, 'ttft_ms': 7494.826555252075, 'tpot_ms': 1372.278826577323, 'throughput_tokens_per_sec': 0.6690083110234808, 'total_time_sec': 74.73748707771301, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 8, 'kv_cache_length': 1024, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 2}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 11804.8076171875, 'average_memory_mb': 11002.007565045249, 'sample_count': 663}, 'total_peak_memory_mb': 11804.8076171875}","{'peak_cpu_percent': 13.2, 'average_cpu_percent': 5.68108108108108, 'peak_memory_percent': 46.0, 'peak_memory_used_gb': 29.348834991455078, 'sample_count': 74}",74.79133558273315
fullkvcache_hotpotqa_kv2048_bs1_rep2_20250617_174049,2025-06-17T17:42:19.023298,"{'success': True, 'ttft_ms': 2330.970048904419, 'tpot_ms': 1332.5850428367148, 'throughput_tokens_per_sec': 0.7393427023133852, 'total_time_sec': 67.62763714790344, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 2048, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 2}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10616.5810546875, 'average_memory_mb': 10205.329842572237, 'sample_count': 597}, 'total_peak_memory_mb': 10616.5810546875}","{'peak_cpu_percent': 96.2, 'average_cpu_percent': 7.401492537313432, 'peak_memory_percent': 43.8, 'peak_memory_used_gb': 27.971763610839844, 'sample_count': 67}",67.67320704460144
fullkvcache_hotpotqa_kv2048_bs4_rep2_20250617_174219,2025-06-17T17:44:04.748375,"{'success': True, 'ttft_ms': 7797.636985778809, 'tpot_ms': 1366.2054052158278, 'throughput_tokens_per_sec': 0.6689616630132162, 'total_time_sec': 74.7426986694336, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 4, 'kv_cache_length': 2048, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 2}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 11820.8154296875, 'average_memory_mb': 10992.87009656627, 'sample_count': 663}, 'total_peak_memory_mb': 11820.8154296875}","{'peak_cpu_percent': 14.9, 'average_cpu_percent': 5.937837837837837, 'peak_memory_percent': 42.1, 'peak_memory_used_gb': 26.8712158203125, 'sample_count': 74}",74.7953691482544
fullkvcache_hotpotqa_kv2048_bs8_rep2_20250617_174405,2025-06-17T17:47:09.903938,"{'success': True, 'ttft_ms': 37993.5998916626, 'tpot_ms': 1987.5372331969593, 'throughput_tokens_per_sec': 0.36932007630349956, 'total_time_sec': 135.38392090797424, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 8, 'kv_cache_length': 2048, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 2}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 13809.1279296875, 'average_memory_mb': 12101.892746863261, 'sample_count': 1198}, 'total_peak_memory_mb': 13809.1279296875}","{'peak_cpu_percent': 100.0, 'average_cpu_percent': 6.694776119402986, 'peak_memory_percent': 44.4, 'peak_memory_used_gb': 28.340316772460938, 'sample_count': 134}",135.4028582572937
